,score,summary
273,0,"адвокаты основателя tesla и spacex илона маска подали в суд ходатайство, в котором призвали отклонить запрос twitter о проведении ускоренного разбирательства по иску компании, сообщает bloomberg."
274,0,"почти максимальное наказание в гагаринском суде москвы прокуратура потребовала для фигурантов уголовного дела о хищении средств компании «аэрофлот» на сумму около 250 млн руб. как утверждает обвинение, в договорах об оказании юридических услуг заместителем гендиректора «аэрофлота» владимиром александровым и руководителем департамента татьяной давыдовой были установлены завышенные расценки на работу внешних адвокатов дины кибец и александра сливко. прокуратура предложила каждого из обвиняемых приговорить к девяти годам колонии и оштрафовать на 1 млн руб. кроме того, надзорное ведомство потребовало удовлетворить гражданский иск к подсудимым на сумму более 120 млн руб. защита была шокирована предложением прокуратуры и намерена опровергнуть все доводы обвинения."
275,0,"суд заочно арестовал бывшего замглавы «аэрофлота» андрея панова по делу о мошенничестве. обвинения касаются заказа на разработку маркетинговой стратегии компании. панов, уехавший из россии, называет их политически мотивированными"
276,0,"австрия может передать пхг haidach, которым управляет «дочка» gazprom germania, другим компаниям, если «газпром» откажется его заполнять, заявил канцлер, предложив действовать по принципу «используй или потеряешь»"
277,1,"в австрии заявили, что «газпром» «систематически отказывается заполнять» крупнейшее газовое хранилище страны в хайдахе. его передадут другим энергетическим компаниям"
278,0,убытки компании omv от прекращения участия в «северном потоке — 2» превысили 1 млрд евро. также компания потеря 658 млн евро от реклассификации других российских активов
279,0,"власти австралии включили в санкционный список 13 российских юридических лиц, следует из документа, опубликованного на сайте правительства."
280,0,"под санкции австралии попали 14 россиян, «ответственных за серьезную коррупцию», и еще 25 граждан россии, которые, по мнению канберры, причастны к смерти сергея магнитского"
281,0,"под санкции австралии попали 14 россиян, «ответственных за серьезную коррупцию», и еще 25 граждан россии, которые, по мнению канберры, причастны к смерти сергея магнитского"
282,1,"стать операторами рекламных данных, которые с осени должны передавать сведения обо всех кампаниях в рунете, готовы «яндекс», vk, ozon, мтс, «вымпелком» и структура нмг. для площадок их услуги могут оказаться небесплатными"
283,0,"«совкомфлот», один из мировых лидеров в сфере морских танкерных перевозок, планирует продать часть судов, сообщает компания."
284,0,"«совкомфлот», один из мировых лидеров в сфере морских танкерных перевозок, планирует продать часть судов, сообщает компания."
285,0,"российская экономика после начала боевых действий на украине и ввода санкций оказалась в новой реальности, и мало кто из крупных российских бизнесменов решается комментировать ее состояние. владелец нлмк владимир лисин, с позицией которого ознакомился “ъ”, называет ситуацию очень тяжелой и призывает правительство не ухудшать ее непродуманным регулированием."
286,0,покупателями «воркутаугля» стали бизнесмен роман троценко и экс-глава инвесткомпании а1 андрей тясто. перед сделкой троценко согласился уступить тясто контроль в их совместной компании
287,0,"«газпром» продолжил сокращать поставки газа в европу по «северному потоку»: с 16 июня они упадут еще на треть — до 67 млн кубометров в сутки. компания объясняет это необходимостью ремонта газоперекачивающих агрегатов иностранного производства, который их поставщик — немецкая siemens — не может своевременно обеспечить. власти германии связывают поведение «газпрома» с политическими, а не технологическими причинами. поток газа «газпрома» в европу в июне уже обвалился почти вдвое по сравнению с 2021 годом, и компания может побить антирекорд по объемам экспорта."
288,1,"госкорпорация также предложила передать ей в доверительное управление акции «ростелекома», которые сейчас принадлежат втб и вэб.рф. по словам источника рбк, в правительстве пока не уверены в синергии от смены управления"
289,1,"как выяснил “ъ”, «ростелеком» выходит на рынок микроэлектроники, учредив с нпц «элвис» совместное предприятие для производства мобильных процессоров «скиф». стороны не раскрывают детали проекта. эксперты и участники рынка считают, что партнерство необходимо оператору для закрепления в сегменте компонентов для устройств интернета вещей, которые в дефиците не фоне санкций."
290,0,«вымпелком» (бренд «билайн») опроверг появившуюся в сети информацию об утечке данных абонентов домашнего интернета.
291,0,"в сеть попали фио, телефоны, пароли и ip-адреса пользователей сервиса. по данным компании, эта утечка является продолжением предыдущей, когда неизвестные слили таблицу внутренних аккаунтов «ростелекома»"
292,0,"в сеть попали фио, телефоны, пароли и ip-адреса пользователей сервиса. по данным компании, эта утечка является продолжением предыдущей, когда неизвестные «слили» таблицу внутренних аккаунтов «ростелекома»"
293,1,"«ростелеком» и «национальная медиа группа» (нмг) договорились объединить видеосервисы wink и more.tv, говорится в пресс-релизе нмг."
294,1,"этот вопрос будет поднят на заседании в сентябре. в 2020 году сообщалось о возможном переходе, наоборот, фск еэс под контроль главы «россетей»"
295,1,"«роснефть» открыла мадачагское месторождение с запасами 82 млн тонн в печорском море. оно находится на медынско-варандейском участке в территориальном море, где бурение ведется с берега. еще до введения санкций нефтекомпания пыталась привлечь туда cnpc, но безуспешно. новые участки «роснефти» могли бы дозагрузить варандейский терминал, через который экспортируется нефть сп «роснефти» и лукойла с месторождений требса и титова."
296,0,"иск «роснефти» поступил в суд 2 июня, ответчиком по нему выступает forbes media llc — издатель американского forbes"
297,1,"vk будет использовать технологии «яндекс.новостей» и «яндекс.дзена», чтобы улучшить собственные рекомендательные сервисы, считают опрошенные “ъ” участники рынка. «дзен», в частности, может быть объединен с платформой «пульс», на которой, по данным vk, уже размещаются 5 тыс. авторов. «новости» же, вероятно, появятся во вкладке «актуальное» приложения «вконтакте». сделка могла стоить vk до 5 млрд руб., считают эксперты, причем холдингу придется тратить дополнительные средства, чтобы поддерживать трафик, поскольку своего эквивалента главной страницы «яндекса» у vk нет."
298,0,украина может летом обратиться в международный арбитраж из-за отказа «газпрома» полностью оплачивать транзит.
299,0,в «нафтогазе» не исключают новый суд с «газпромом» по поводу платежей за транзит газа.
300,1,"«металлург» стал первым финалистом кубка гагарина. в пятом матче полуфинальной серии play-off континентальной хоккейной лиги магнитогорцы одолели на своей площадке «трактор» со счетом 2:1, забив победный гол на последних секундах основного времени."
301,1,"ретейлер «магнит» вышел на рынок узбекистана с сетью магазинов формата «дрогери», в которых продаются товары для красоты и здоровья."
302,0,"суд европейского союза не удовлетворил иски московской кондитерской фабрики «красный октябрь», которая входит в холдинг «объединенные кондитеры», против польской кондитерской фирме spoldzielnia pokoj."
303,1,«коммерсантъ»: kraft heinz продаст российский бизнес по производству детского питания
304,0,"«ростех» попросил передать ему пакет государства в «ростелекоме» в середине апреля. по словам источника «коммерсанта», правительство отказало госкорпорации из-за опасений, что минцифры лишилось бы рычагов влияния на компанию"
305,0,"клиенты оператора экспресс-доставки сдэк («сдэк-глобал») подали иск к компании из-за утечки персональных данных, пишет «коммерсантъ» со ссылкой на коллективную претензию."
306,1,"в компании поясняют, что из-за сокращения объемов отгрузки мазута после введения санкций образовался избыток топлива в хранилищах. лукойл предлагает перенаправить мазут в качестве топлива на тэц"
307,0,"американская baker hughes решила отозвать сервисных и проектных инженеров с ряда спг-проектов в россии, в том числе со строящегося новатэком «арктик спг-2», и остановить отгрузку оборудования"
308,1,"байсаров и климов готовы инвестировать до 1,5 трлн руб. в развитие бама и транссиба на условиях концессии. путин поручил мишустину и минтрансу изучить предложения. ржд считает, что траты превысят 2,5 трлн руб."
309,1,"siemens energy направила «газпрому» выданную канадой экспортную лицензию, пишет газета. российская компания должна изменить отгрузочную документацию и прислать документы"
310,0,"kraft heinz продаст заводы в ставрополье и иваново по производству детского питания, компания оценивает их вместе с локальными брендами в 2,5–3 млрд руб., пишет газета. в kraft heinz отказались комментировать «рыночные слухи»"
311,0,"несколько точек в разных городах россии закрыл re: store, в санкт-петербурге перестали работать четыре магазина iport. источник «коммерсанта» объяснил закрытие низким спросом и дефицитом товаров"
312,1,"мтс планировала продать свой башенный бизнес (23 тыс. сотовых вышек) в первой половине 2022 года, но сделку отложили на неопределенный срок. портфель оценивался в 100 млрд руб."
313,0,"продавцы предлагают присоединиться к зарубежным семейным аккаунтам. большинство объявлений эксперты называют мошенническими, пишет издание"
314,1,"«газпром шельфпроект» (бывшая «аврора», связанная с андреем патрушевым) станет генподрядчиком «газпрома» на море. по данным газеты, компания займется проектами новатэка по бурению в акватории арктических морей"
315,1,компания «интеррос» объявила о покупке 35% в tcs group у семьи олега тинькова.
316,1,компания pepsico в начале июня начнет отгрузки своих новых локальных лимонадов для россии на смену pepsi и mirinda.
317,0,"в польше около 500 железнодорожных цистерн с сжиженным нефтяным газом оказались в простое после введения санкций, под которые попали в том числе новатэк и novatek green energy. ранее в стране начались перебои с подачей газа"
318,1,«газпром» уведомил итальянскую нефтегазовую компанию eni об увеличении газовых поставок в италию с 21 млн до 36 млн куб.
319,0,«газпром»: поставка турбины для «северного потока» в фрг не соответствует контракту
320,1,«газпром» уведомил итальянскую нефтегазовую компанию eni об увеличении газовых поставок в италию с 21 млн до 36 млн куб.
321,1,суточные поставки «газпрома» в италию будут сокращены с 34 млн до 27 млн куб. м в сутки. с 27 июля газопровод «северный поток-1» задействован на 20% от проектной мощности
322,0,"«газпром» к 20 июля не получил от германской компании siemens официальных документов, который позволили бы вывезти газотурбинный двигатель для компрессорной станции «портовая» газопровода «северный поток», сообщили в компании."
323,0,"за три месяца текущего года объем поставок российского газа в дальнее зарубежье снизился до 44,6 млрд куб. м. это на 26,4% меньше, чем за тот же период 2021 года"
324,0,"за прошедшие полгода «газпром» поставил 68,9 млрд куб."
325,1,газпром отчитался о росте поставок газа в китай и снижении поставок в страны дальнего зарубежья.
326,1,поставки газа по «голубому потоку» возобновлены. с 17 мая на трубопроводе проходили плановые работы
327,0,"«газпром экспорт» с 31 мая приостановит поставки газа нидерландской gasterra в связи с неуплатой за апрель, об этом сообщил холдинг «газпром» в telegram."
328,0,"«газпром экспорт» с 1 июня приостановит поставки газа британско-голландской shell energy company по контракту для германию и датской orsted в связи с неуплатой по новой схеме за апрель, говорится в сообщении российской компании."
329,1,"весь объем транзита газа на украину идет через станцию «суджа» на уровне около 40 млн куб. м, прокачка через «сохрановку» в лнр по-прежнему отклонена, сообщили в «газпроме». киев пояснил, что не контролирует станцию"
330,1,"работа газопровода «турецкий поток» будет приостановлена из-за ежегодного планового технического обслуживания, сообщает пресс-служба «газпрома» в telegram."
331,0,"импорт природного газа из россии в финляндию приостановлен, в течение всего летнего сезона компания будет закупать топливо у других поставщиков по трубопровода balticconnector, говорится на сайте финского газового оператора gasum."
332,0,российский «газпром» приостановил поставки газа в болгарию и польшу.
333,0,"«газпром» вышел из участия в своей европейской дочерней компании gazprom germania gmbh. ранее немецкая handelsblatt писала, что немецкое правительство обсуждает национализацию дочерних структур российских «газпрома»"
334,0,«газпром» прекратил поставлять газ в латвию
335,0,"«газпром» прекратил поставки газа в латвию в рамках июльской заявки, в связи с нарушением условий отбора газа, сообщили в пресс-службе компании."
336,0,"siemens energy так и не передала российской стороне необходимые документы, которые подтверждают возможность вывода газотурбинного двигателя для компрессорной станции «портовая» газопровода «северный поток» из-под санкций."
337,0,"беспрецедентное решение мажоритарного акционера «газпрома» — государства — отказаться от выплаты ранее рекомендованных дивидендов негативно отразилось на инвестиционных перспективах компании. юристы считают, что у частных акционеров монополии есть возможность оспорить решение общего собрания, хотя шансы на успех и не слишком высоки."
338,1,"«газпром» сообщил, что 15 июля попросил siemens дать документы, которые позволят вывезти газотурбинный двигатель для «критически важного объекта» газопровода «северный поток» — компрессорной станции «портовая» (расположена в районе выборга)."
339,1,"«газпром» сообщил, что 15 июля попросил siemens дать документы, которые позволят вывезти газотурбинный двигатель для «критически важного объекта» газопровода «северный поток» — компрессорной станции «портовая» (расположена в районе выборга)."
340,1,"«газпром» сообщил, что 15 июля попросил siemens дать документы, которые позволят вывезти газотурбинный двигатель для «критически важного объекта» газопровода «северный поток» — компрессорной станции «портовая» (расположена в районе выборга)."
341,1,"«газпром» прекратит поставки газа финляндии утром 21 мая, приостановка продлится до внесения оплаты в установленном указом президента россии порядке"
343,0,«газпром» с 21 мая прекратил поставки газа финской gasum из-за отказа оплачивать газ в рублях.
344,0,"«газпром» полностью остановил поставку газа датской orsted salg & service и shell energy europe limited из-за неоплаты в рублях, сообщила российская компания в telegram."
345,0,"группа «газпром» отозвала своих представителей из органов управления gazprom germania gmbh и подконтрольных ей компаний, сообщается в telegram-канале «газпрома»."
346,0,"31 марта группа «газпром» прекратила участие в gazprom germania gmbh. в связи с этим «газпром» также требует, чтобы бывшая «дочка» и подконтрольные ей компании прекратили использовать его символику"
347,0,"«газпром» не располагает документами с разрешением канады вывезти газотурбинный двигатель для «северного потока», заявили в компании."
348,1,"«газпром» отверг данные «нашей нивы» о задержках белоруссией платежей за газ из-за резкого укрепления российского рубля, сделавшего цену невыгодной. лукашенко призывал «не переборщить» с укреплением рубля"
349,1,"«газпром» опубликовал часть переписки с немецкой компанией siemens energy, обслуживающей газовые турбины для «северного потока», и документы о состоянии двигателей на компрессорной станции (кс) «портовая»."
350,0,"«газпром» выводит из эксплуатации еще один газотурбинный двигатель для «северного потока» на компрессорной станции «портовая», говорится в сообщении компании."
351,0,"«газпром» остановил эксплуатацию еще одного газотурбинного двигателя siemens на кс «портовая», сообщили рбк в компании."
352,0,"поставки сократятся на 60%. «газпром» заявил, что siemens задержала возвращение из ремонта газоперекачивающих агрегатов, в результате пока может использоваться только три из них. компания сообщала, что всего их на станции восемь"
353,0,"«газпром» снизит поставки газа через «северный поток» из-за задержки с ремонтом агрегатов компанией siemens, сообщила госкомпания."
354,0,"на компрессорной станции «портовая» в рабочем состоянии сейчас только одна турбина из шести, остальные либо неисправны либо достигли срока межремонтного пробега. siemens отказывается их ремонтировать, заявили в «газпроме»"
355,0,"«газпром» начал готовиться к защите от потенциальных судебных претензий европейских потребителей, которым компания недопоставляет газ с середины июня. крупнейшие клиенты «газпрома» в германии — uniper и rwe — получили от компании письма с объявлением о форс-мажоре с 14 июня. тогда же «газпром» объявил о задержании в канаде турбины для «северного потока», сократив поставки по трубопроводу до 40% от проектной мощности. по мнению аналитиков, такими действиями «газпром» пытается оградить себя от выплаты штрафов за недопоставки."
356,1,"«газпром» не видит препятствий для дальнейшего транзита российского газа через грс «сохрановка» и кс «новопсков» на украине. киев ранее анонсировал прекращение транзита через эту станцию, которую не контролирует украинская сторона"
357,1,"польше необходимо оплатить поставки газа в течение сегодняшнего дня согласно новому порядку платежей, сообщили рбк в пресс-службе «газпрома»."
358,0,"варшаве следует до конца дня оплатить газ по «новому порядку платежей», указали в «газпроме». ранее польша отказалась платить за поставки газа в рублях"
359,1,"ранее, 27 апреля, россия заявила о прекращении поставок газа в польшу и болгарию из-за нежелания этих стран оплачивать топливо рублями"
360,0,"«газпром» объявил о том, что хоть и получил от siemens energy документы от канады по турбинам для «северного потока», но «вынужден констатировать, что они не снимают ранее обозначенные риски и вызывают дополнительные вопросы»."
361,1,"если германия все же решит ввести газопровод в эксплуатацию, сначала заработает только одна нитка, а вторая начнет действовать не раньше 2028 года, отметили в компании. сертификация проекта в фрг приостановлена с конца февраля"
362,1,"«газпром» забронировал мощности для прокачку газа в германию по газопроводу «ямал–европа» в ночь со 2 на 3 мая в размере 48,4% предложенного объема, следует из данных об итогах аукциона на площадке gsa platform."
363,1,"транспортировка газа по трубопроводу «турецкий поток» возобновилась, сообщил «газпром» в своем telegram-канале."
364,1,"как отметил в своем письме гендиректор «газпром нефти» александр дюков, доработка сср позволит инвесторам из «дружественных» стран участвовать в нефтегазовых проектах в россии без угрозы вторичных санкций"
365,1,"«аэрофлот» планирует заключить контракт с объединенной авиастроительной корпорацией (оак, входит в госкорпорацию «ростех») на строительство 300 самолетов в рамках петербургского международного экономического форума (пмэф)."
366,0,"по данным газеты, российские компании не могут продлить лицензии на ранее приобретенную технику американских cisco и ibm. как уточнили собеседники издания, речь, прежде всего, идет о серверном и сетевом оборудовании"
367,0,"s7 airlines опередила авиакомпанию «аэрофлот» по числу перевезенных пассажиров в марте, став лидером рынка. а второе место занял лоукостер «победа», который также входит в группу «аэрофлот»"
368,1,"скидки составят около 30%. скидки предлагаются на вылеты из москвы, петербурга, красноярска, хабаровска, владивостока. это вторая распродажа «аэрофлота» с конца марта"
369,1,авиакомпания будет летать в стамбул и анталью из московского аэропорта шереметьево. о приостановке международных полетов перевозчик объявил в начале марта из-за риска ареста самолетов в лизинге у иностранных компаний
370,1,«аэрофлот» с 20 июля возобновляет регулярные рейсы по маршруту москва — пекин — москва.
371,0,"«аэрофлот» проводит проверку по факту гибели собаки, которую перевозили рейсом челябинск — москва, причины смерти животного пока не установлены, сообщили рбк в пресс-службе авиакомпании."
372,0,"«аэрофлот» решил до 30 июня приостановить продажу авиабилетов в ряд городов на юге россии, в которые ограничены полеты в связи с боевыми действиями, сообщили рбк в пресс-службе авиакомпании."
373,0,российская авиакомпания «аэрофлот» приостановила выполнение коммерческих рейсов в коломбо на шри-ланке в связи с неблагонадежностью ситуации в части обеспечения беспрепятственных полетов воздушных судов авиакомпании.
374,0,российская авиакомпания «аэрофлот» приостановила выполнение коммерческих рейсов в коломбо на шри-ланке в связи с неблагонадежностью ситуации в части обеспечения беспрепятственных полетов воздушных судов авиакомпании.
375,0,"«аэрофлот» заявил, что в условиях санкций старается по максимуму сохранить летный состав, но приостановил набор новых пилотов «до момента изменения ситуации и появления растущей потребности»"
376,1,"telegram-канал «авиаторщина» писал, что в бизнес-классе «аэрофлота» теперь подают российское шампанское вместо французского, а из эконом-класса пропал апельсиновый сок. в компании перемены объяснили сложностями с поставщиками"
377,1,"«аэрофлот» решил выплачивать сотрудникам, уходящим на пенсию после длительного срока работы в компании, дополнительный бонус, в компании считают это необходимым «в сложившихся непростых экономических условиях», сообщили рбк в пресс-службе."
378,1,"«аэрофлот» открыл продажи авиабилетов из москвы на пхукет, следует из данных в системе бронирования авиакомпании."
379,1,"добраться на курорты юга россии, где все еще закрыто авиасообщение, теперь можно с помощью специальной «ласточки» по прилету в аэропорт сочи"
380,1,"группа «аэрофлот» и «уральские авиалинии» перейдут на российскую систему бронирования билетов «сирена-трэвел», партнером которой является «ростех». ранее s7 заявила о намерении перейти на другую российскую систему — орс"
381,1,в авиакомпании объяснили замены в ассортименте напитков на борту сбоями в поставках продукции и логистике
382,1,"«аэрофлот» выкупил восемь самолетов airbus a330 у иностранных лизинговых компаний, сообщили рбк в пресс-службе авиакомпании."
383,1,"авиакомпания «аэрофлот» с 13 мая возобновляет регулярные рейсы на мальдивские острова, сообщается на сайте компании."
384,1,"с 5 мая «аэрофлот» будет выполнять прямые рейсы из москвы в дели, сообщается на сайте авиаперевозчика."
385,1,"«аэрофлот» возобновит полеты на турецкие курорты бодрум и даламан из москвы 15 и 17 июля, говорится в сообщении на сайте компании."
386,0,"новатэк ищет способы, как обеспечить проектное финансирование завода «арктик спг-2» в условиях, когда большинство участвующих в нем российских банков оказались под новыми санкциями сша и ес. глава новатэка леонид михельсон, по данным “ъ”, попросил руководство вэб.рф переуступить его долю в проектном финансировании — €400 млн — газпромбанку. в компании опасаются, что попадание вэб.рф под санкции сша затруднит привлечение средств на проект в целом."
387,0,"перебои и сокращение поставок газа разрушили доверие к россии как к надежному поставщику, заявили в wintershall dea. в «газпроме» причиной снижения прокачки называли задержку в передаче турбины после ремонта в канаде"
388,1,"акции twitter, которые перестанут обращаться на бирже после закрытия сделки по их выкупу, могут вскоре вернуться на биржу. маск говорит инвесторам, что повторно выведет компанию на ipo через три года, выяснил wsj"
389,0,"компания рассматривает вьетнам или индию в качестве альтернативного варианта. к этому ее подталкивают строгие антиковидные ограничения и опасения по поводу срыва поставок, пишет газета"
390,1,"инвестиционная компания apollo global интересуется возможностью поучаствовать в покупке twitter, узнала wsj. по данным газеты, apollo может предоставить маску или его партнерам по сделке средства на участие в тендере"
391,1,"в середине апреля бизнесмен предложил выкупить все акции twitter за $41 млрд, а затем поднял цену до $46,5 млрд. сейчас он владеет 9,2% акций. совет директоров компании применил «отравленную пилюлю», чтобы избежать поглощения им"
392,0,"российская компания «совкомфлот» продала девять танкеров компаниям из оаэ и сингапура, чтобы расплатиться по долгам перед западными банками, пишет wsj. после 24 февраля санкции против компании ввели сша, ес и великобритания"
393,0,"по данным источников газеты, китайские технологические компании сокращают продажи товаров в россию под давлением со стороны американских властей и поставщиков. заявлений об уходе или ограничении деятельности в россии они не делают"
394,0,"российская компания «совкомфлот» продала девять танкеров компаниям из оаэ и сингапура, чтобы расплатиться по долгам перед западными банками, пишет wsj. после 24 февраля санкции против компании ввели сша, ес и великобритания"
395,1,"маску предоставят доступ к информации, который он требовал, намерившись выяснить количество фейковых аккаунтов в twitter, сообщили источники the washington post. в соцсети настаивают, что таких не больше 5%, маск уверен в 20%"
396,0,"команда илона маска пришла к выводу, что данные twitter о фейковых аккаунтах не поддаются проверке, сообщила газета"
397,0,"visa приостановила свою деятельность в россии 10 марта. компания понесла убытки не только из-за деконсолидации российской «дочки», но и в связи с необходимостью поддерживать персонал"
398,1,"коммерческий банк кыргызстана готов выдавать гражданам рф работающие за рубежом карты visa без выезда за пределы страны. получить именую «золотую карточку» можно в офисе в москве за 17,5 тыс. руб. несмотря на удобство услуги по сравнению с тем же «карточным туризмом», в условиях санкций эксперты видят в ней риски как для потребителей, так и для банка."
